0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.002277018,0.010668737,0.030364324,0.041557246,0.042083764,0.037516714,0.025468303
0.227839632,0.29739194,0.407656982,0.453969673,0.446552185,0.413783168,0.353899307
0.701732251,0.736701013,0.771919401,0.781894382,0.777179149,0.763511598,0.745822565
0.760061232,0.765001686,0.770380364,0.768763763,0.766434544,0.762692916,0.766564811
0.705731858,0.707684998,0.712547956,0.71418281,0.71317126,0.711114472,0.718399633
0.662226671,0.665520677,0.677343386,0.68333122,0.682838843,0.68027299,0.684827395
0.661031132,0.670037683,0.686208378,0.697201767,0.696004425,0.690833251,0.687372545
0.701521618,0.708635766,0.72418307,0.738226765,0.734984661,0.724966982,0.714819285
0.725276343,0.726782285,0.747477038,0.76004213,0.753138068,0.735212816,0.686991765
0.533305639,0.535123335,0.536546056,0.526774051,0.519824545,0.513765155,0.493601354
0.113988677,0.102616784,0.086321343,0.079997344,0.082244851,0.097809366,0.116640825
0.000128089,2.20E-05,3.43E-06,1.65E-06,4.10E-06,0,3.17E-05
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.000902174,0.005955632,0.021573132,0.02994296,0.029035775,0.023929404,0.012031306
0.098079396,0.163367949,0.298027958,0.350743503,0.341388974,0.285134103,0.214880658
0.35231264,0.446008072,0.578940768,0.639969804,0.622921526,0.538612766,0.463231199
0.448664275,0.509179406,0.60498727,0.653407091,0.649431414,0.566503503,0.552817245
0.443908927,0.509112704,0.57553894,0.611462966,0.606795372,0.575663833,0.57862842
0.434743846,0.50054058,0.558863346,0.588814435,0.581398336,0.585034943,0.602063474
0.431837521,0.484846042,0.554029431,0.583423143,0.58573709,0.62334011,0.632456895
0.427554125,0.473916923,0.55139276,0.590381973,0.600108193,0.650323399,0.643219488
0.389359744,0.449928918,0.532925524,0.566072413,0.571562166,0.63838462,0.595566051
0.33485075,0.357192277,0.383096283,0.379290304,0.380399402,0.444260583,0.407034029
0.093850767,0.087167629,0.071481489,0.065399308,0.069520023,0.092118816,0.093642309
2.19E-05,0,7.24E-07,2.30E-06,1.35E-05,9.75E-06,0.0001489
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.000201206,0.0010876,0.00394091,0.008835857,0.010304862,0.013458075,0.009090542
0.088314889,0.088454372,0.080345474,0.110265685,0.127148718,0.134268432,0.087759859
0.258613756,0.274074316,0.209978605,0.226270825,0.244737678,0.231808524,0.159310091
0.301563352,0.316974287,0.263360903,0.263135044,0.269344138,0.256426004,0.169825289
0.3580982,0.31434655,0.273323453,0.249262484,0.26452466,0.260408775,0.174894633
0.37668891,0.315333265,0.262984205,0.236666691,0.249108167,0.255658524,0.177085294
0.401310012,0.320212069,0.229686227,0.211602227,0.233799756,0.223709821,0.167369514
0.440679473,0.327171087,0.209884043,0.180560224,0.189286772,0.197831849,0.158170438
0.468179793,0.331701268,0.188580873,0.152306829,0.167300807,0.165735954,0.128113066
0.387544109,0.270946944,0.135938902,0.103311379,0.118615047,0.101786876,0.084458853
0.096450798,0.059184551,0.023445074,0.015535682,0.019463831,0.016167379,0.030209688
0.000503829,3.72E-05,1.39E-06,3.41E-06,3.53E-06,0,0.00069613
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.001415138,0.005145069,0.012526845,0.011159397,0.00926409,0.007866879,0.005950824
0.222219526,0.208324581,0.186286354,0.158912132,0.148055285,0.150169733,0.17369778
0.688650445,0.595998144,0.413334898,0.334160442,0.323523634,0.345979228,0.412318726
0.752843979,0.680007226,0.492531474,0.396832222,0.384527624,0.42241822,0.475193636
0.697962463,0.661074447,0.515662115,0.428216542,0.427216278,0.471627795,0.505037555
0.650208154,0.62988589,0.536260505,0.45974299,0.454002481,0.464450655,0.525538422
0.650268483,0.640863807,0.573345313,0.488031408,0.469050444,0.464037901,0.54670736
0.693836726,0.686608421,0.623876883,0.518842371,0.492402485,0.48610794,0.567029004
0.740976517,0.727428467,0.644650584,0.539625855,0.515485181,0.50561335,0.593182434
0.636767575,0.594290049,0.507058401,0.436817509,0.423308025,0.4424975,0.53681831
0.165935483,0.133019013,0.095494109,0.081527183,0.090738383,0.118373885,0.174493153
0.000905638,0.000201544,7.03E-05,5.68E-05,7.43E-05,0.0001722,0.001774278
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.001852235,0.009399283,0.024605161,0.029318796,0.028615077,0.026598196,0.019435597
0.221866743,0.262763565,0.309386134,0.308745875,0.301821544,0.295085862,0.283669051
0.689696393,0.660685114,0.582233558,0.537525084,0.524750051,0.506089831,0.583964511
0.752691425,0.694935669,0.626504041,0.589204621,0.56572907,0.52432543,0.611669148
0.688511481,0.64767339,0.612783206,0.582690053,0.566825005,0.52942604,0.582265003
0.640863421,0.612304789,0.59546654,0.574717557,0.569247737,0.562895598,0.581180674
0.635907753,0.607250183,0.605385965,0.59022761,0.585142085,0.597539843,0.614080252
0.654478692,0.630215332,0.640576909,0.630421523,0.614618543,0.640156889,0.66932237
0.669589824,0.653343504,0.66767555,0.663931037,0.636984989,0.668051638,0.706616806
0.607964873,0.560599056,0.517613573,0.507234107,0.509467791,0.53594242,0.601738212
0.166577736,0.134778048,0.100415522,0.092661061,0.103388638,0.131621864,0.188518099
0.000997228,0.000243752,0.000100597,7.75E-05,0.000119374,0.000381003,0.002415119
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.001050026,0.005154019,0.011784596,0.015506243,0.016267598,0.019438303,0.014859824
0.121128803,0.136031925,0.147528259,0.157664326,0.16881645,0.175482989,0.205077734
0.371410682,0.319066119,0.222540815,0.205462437,0.21233512,0.200951199,0.334292511
0.480672842,0.380330019,0.259651124,0.232014656,0.227020931,0.202763116,0.24917723
